Index	higherClassification
Bryophytes	.*?\|Jungermanniopsida\|.*?
Plants	.*?\|Junghuhnites\|.*?
Bryophytes	.*?\|Junjagia\|.*?
Bacteria	.*?\|Jurusania\|.*?
Rhodophyta	.*?\|Kadvoya\|.*?
Plants	.*?\|Kalinaia\|.*?
Fungi	.*?\|Kalviwadithyrites\|.*?
Protists	.*?\|Kamolineata\|.*?
Gymnosperms	.*?\|Karharbariospermum\|.*?
Protists	.*?\|Karotomorpha\|.*?
Ciliophora	.*?\|Karyorelictea\|.*?
Protists	.*?\|Katablepharida\|.*?
Bacteria	.*?\|Katangasia\|.*?
Bacteria	.*?\|Katavia\|.*?
Plants	.*?\|Katrolaites\|.*?
Chlorophyta	.*?\|Kazakhstanelia\|.*?
Rhodophyta	.*?\|Keega\|.*?
Plants	.*?\|Kehonomakidium\|.*?
Pteridophytes	.*?\|Kenderlykia\|.*?
Vertebrata	.*?\|Kenichthys\|.*?
Angiosperms	.*?\|Kentites\|.*?
Crustacea	.*?\|Kentrogonida\|.*?
Gastropoda	.*?\|Kepinospira\|.*?
Gymnosperms	.*?\|Keraiaphyllum\|.*?
Arthropoda	.*?\|Keurbos\|.*?
Mollusca	.*?\|Khairkhaniidae\|.*?
Animals	.*?\|Khasaktidae\|.*?
Fungi	.*?\|Kickxellomycota\|.*?
Chlorophyta	.*?\|Kiebsormidiales\|.*?
Plants	.*?\|Kiltorkensia\|.*?
Animals	.*?\|Kimberellomorpha\|.*?
Ciliophora	.*?\|Kinetofragminophora\|.*?
Blattodea	.*?\|Kinklidoblatta\|.*?
Life	.*?\|Kinneyia\|.*?
Animals	.*?\|Kinorhyncha\|.*?
Animals	.*?\|Kinzeriidae\|.*?
Viruses	.*?\|Kirjokansivirales\|.*?
Chlorophyta	.*?\|Kitakamiania\|.*?
Insecta	.*?\|Kitshuga\|.*?
Plants	.*?\|Klausipollenites\|.*?
Plants	.*?\|Klebsormidiales\|.*?
Plants	.*?\|Klebsormidiophyceae\|.*?
Hemiptera	.*?\|Kleidocerys\|.*?
Arthropoda	.*?\|Kleptothule\|.*?
Angiosperms	.*?\|Klippsteinia\|.*?
Angiosperms	.*?\|Knautia\|.*?
Fungi	.*?\|Kneallhazia\|.*?
Arachnida	.*?\|Knemidokoptidae\|.*?
Angiosperms	.*?\|Knoxia\|.*?
Plants	.*?\|Knoxipites\|.*?
Gymnosperms	.*?\|Koleoxylon\|.*?
Viruses	.*?\|Kolmioviridae\|.*?
Chlorophyta	.*?\|Komarekia\|.*?
Plants	.*?\|Kontheria\|.*?
Plants	.*?\|Korbapollenites\|.*?
Pteridophytes	.*?\|Koretrophyllites\|.*?
Fungi	.*?\|Koshalia\|.*?
Plants	.*?\|Kosvophyton\|.*?
Gymnosperms	.*?\|Kovalia\|.*?
Angiosperms	.*?\|Krameriaceae\|.*?
Gymnosperms	.*?\|Krannera\|.*?
Plants	.*?\|Krauselia\|.*?
Plants	.*?\|Krauselisporites\|.*?
Pteridophytes	.*?\|Krithodeophyton\|.*?
Animals	.*?\|Krohnittidae\|.*?
Pteridophytes	.*?\|Kryshtofovichia\|.*?
Animals	.*?\|Kuckaraukia\|.*?
Insecta	.*?\|Kukaloptera\|.*?
Insecta	.*?\|Kuloja\|.*?
Rhodophyta	.*?\|Kundatia\|.*?
Plants	.*?\|Kunsbergia\|.*?
Plants	.*?\|Kuprianovaites\|.*?
Angiosperms	.*?\|Kurria\|.*?
Gymnosperms	.*?\|Kusbassia\|.*?
Bacteria	.*?\|Kussiella\|.*?
Insecta	.*?\|Kustia\|.*?
Arthropoda	.*?\|Kwanyinaspis\|.*?
Rhodophyta	.*?\|Kyzassia\|.*?
Plants	.*?\|Labiisporites\|.*?
Crustacea	.*?\|Labiocarida\|$
Fungi	.*?\|Laboulbeniaceae\|.*?
Protists	.*?\|Labyrinthulea\|.*?
Protists	.*?\|Labyrinthulomycota\|.*?
Plants	.*?\|Lacinitriletes\|.*?
Angiosperms	.*?\|Lacistemataceae\|.*?
Chlorophyta	.*?\|Lacrymorphus\|.*?
Angiosperms	.*?\|Lactuca\|.*?
Gastropoda	.*?\|Lacunidae\|.*?
Angiosperms	.*?\|Lacuniderma\|.*?
Mollusca	.*?\|Ladamarekiidae\|.*?
Plants	.*?\|Laevitubulus\|.*?
Plants	.*?\|Laffonia\|.*?
Protists	.*?\|Lagenaceae\|.*?
Protists	.*?\|Lagenidiales\|.*?
Angiosperms	.*?\|Lagoecia\|.*?
Tetrapoda	.*?\|Lagomorpha\|.*?
Plants	.*?\|Lagynophora\|.*?
Plants	.*?\|Lahirites\|.*?
Plants	.*?\|Lakiasporites\|.*?
Angiosperms	.*?\|Lamiaceae\|.*?
Angiosperms	.*?\|Lamiales\|.*?
Plants	.*?\|Laminariopsis\|.*?
Protists	.*?\|Laminarites\|.*?
Angiosperms	.*?\|Lamium\|.*?
Chondrichthyes	.*?\|Lamniformes\|.*?
Actinopterygii	.*?\|Lampriformes\|.*?
Tetrapoda	.*?\|Lamprophiidae\|.*?
Angiosperms	.*?\|Lantana\|.*?
Insecta	.*?\|Lapeyriidae\|.*?
Angiosperms	.*?\|Lapsana\|.*?
Gymnosperms	.*?\|Laricites\|.*?
Angiosperms	.*?\|Laserpitium\|.*?
Lepidoptera	.*?\|Lasiocampidae\|.*?
Angiosperms	.*?\|Lathraea\|.*?
Mollusca	.*?\|Laticonus\|.*?
Plants	.*?\|Latosporites\|.*?
Plants	.*?\|Lattisosporites\|.*?
Angiosperms	.*?\|Lauraceae\|.*?
Angiosperms	.*?\|Laurales\|.*?
Angiosperms	.*?\|Laurogene\|.*?
Angiosperms	.*?\|Lauroxylon\|.*?
Diptera	.*?\|Lauxaniidae\|.*?
Angiosperms	.*?\|Lavandula\|.*?
Actinopterygii	.*?\|Lavaretus\|.*?
Angiosperms	.*?\|Lavatera\|.*?
Angiosperms	.*?\|Laxmanniaceae\|.*?
Fungi	.*?\|Lecanoromycetidae\|.*?
Angiosperms	.*?\|Lechea\|.*?
Angiosperms	.*?\|Lecythidaceae\|.*?
Angiosperms	.*?\|Ledum\|.*?
Arthropoda	.*?\|Legrandella\|.*?
Plants	.*?\|Leguminocarpa\|.*?
Insecta	.*?\|Leipsanon\|.*?
Bryophytes	.*?\|Lejeuneaceae\|.*?
Plants	.*?\|Lemanidium\|.*?
Bryophytes	.*?\|Lembophyllaceae\|.*?
Angiosperms	.*?\|Lemnaceae\|.*?
Lepidoptera	.*?\|Lemonias\|.*?
Animals	.*?\|Lenisambulatrix\|.*?
Angiosperms	.*?\|Lentibulariaceae\|.*?
Bacteria	.*?\|Lentisphaerae\|.*?
Fungi	.*?\|Lenzitites\|.*?
Angiosperms	.*?\|Leontice\|.*?
Angiosperms	.*?\|Leontodon\|.*?
Angiosperms	.*?\|Leonurus\|.*?
Pteridophytes	.*?\|Lepacyclotes\|.*?
Crustacea	.*?\|Lepadiformes\|.*?
Plants	.*?\|Lepeocladus\|.*?
Bryophytes	.*?\|Lepicoleaceae\|.*?
Pteridophytes	.*?\|Lepidocalamus\|.*?
Angiosperms	.*?\|Lepidocaryopsis\|.*?
Lepidoptera	.*?\|Lepidoptera\|.*?
Lepidoptera	.*?\|Lepidoptera\|(.*?\|)?Megaloptera\|.*?
Tetrapoda	.*?\|Lepidosauria\|.*?
Vertebrata	.*?\|Lepidosireniformes\|.*?
Tetrapoda	.*?\|Lepidotosaurus\|.*?
Plants	.*?\|Lepidotruncus\|.*?
Bryophytes	.*?\|Lepidoziaceae\|.*?
Insecta	.*?\|Lepismatona\|.*?
Actinopterygii	.*?\|Lepisosteiformes\|.*?
Animals	.*?\|Leptocardii\|.*?
Plants	.*?\|Leptocaryum\|.*?
Fungi	.*?\|Leptopeltidaceae\|.*?
Plants	.*?\|Leptotesta\|.*?
Bacteria	.*?\|Leptotrichomaria\|.*?
Tetrapoda	.*?\|Leptotyphlopidae\|.*?
Pteridophytes	.*?\|Leptoxylum\|.*?
Bryophytes	.*?\|Lepyrodontaceae\|.*?
Pteridophytes	.*?\|Lesangeana\|.*?
Plants	.*?\|Leschikisporis\|.*?
Plants	.*?\|Lescuria\|.*?
Bryophytes	.*?\|Leskeaceae\|.*?
Angiosperms	.*?\|Leucadendron\|.*?
Bryophytes	.*?\|Leucobryaceae\|.*?
Bryophytes	.*?\|Leucodontaceae\|.*?
Angiosperms	.*?\|Leucojum\|.*?
Bryophytes	.*?\|Leucomiaceae\|.*?
Arthropoda	.*?\|Leverhulmia\|.*?
Viruses	.*?\|leviviricetes\|.*?
Trichoptera	.*?\|Liadoptilia\|.*?
Mollusca	.*?\|Liantuoconus\|.*?
Protists	.*?\|Liasophycus\|.*?
Plants	.*?\|Liaspermum\|.*?
Lepidoptera	.*?\|Libythea\|.*?
Mollusca	.*?\|Lida\|.*?
Animals	.*?\|Lidaconus\|.*?
Viruses	.*?\|Ligamenvirales\|.*?
Vertebrata	.*?\|Ligulalepis\|.*?
Angiosperms	.*?\|Ligusticum\|.*?
Angiosperms	.*?\|Liliaceae\|.*?
Angiosperms	.*?\|Liliales\|.*?
Angiosperms	.*?\|Liliopsida\|.*?
Angiosperms	.*?\|Lilium\|.*?
Mollusca	.*?\|Limacites\|.*?
Protists	.*?\|Limbunyasphaera\|.*?
Lepidoptera	.*?\|Limenitis\|.*?
Angiosperms	.*?\|Limnocharitaceae\|.*?
Angiosperms	.*?\|Limodorum\|.*?
Angiosperms	.*?\|Limosella\|.*?
Angiosperms	.*?\|Linaceae\|.*?
Angiosperms	.*?\|Linderniaceae\|.*?
Pteridophytes	.*?\|Lindsaeaceae\|.*?
Plants	.*?\|Linopteridium\|.*?
Angiosperms	.*?\|Linum\|.*?
Tetrapoda	.*?\|Liolaemidae\|.*?
Plants	.*?\|Lirasporis\|.*?
Plants	.*?\|Listrodium\|.*?
Plants	.*?\|Lithobryon\|.*?
Protists	.*?\|Lithodesmiaceae\|.*?
Life	.*?\|Lithodictuon\|.*?
Bacteria	.*?\|Lithomyxa\|.*?
Rhodophyta	.*?\|Lithophyllodendron\|.*?
Plants	.*?\|Lithorhiza\|.*?
Angiosperms	.*?\|Lithospermum\|.*?
Rhodophyta	.*?\|Lithothamniscum\|.*?
Plants	.*?\|Lithothamnites\|.*?
Insecta	.*?\|Litoneura\|.*?
Ciliophora	.*?\|Litostomatea\|.*?
Plants	.*?\|Litostroma\|.*?
Angiosperms	.*?\|Liversidgea\|.*?
Vertebrata	.*?\|Livoniana\|.*?
Angiosperms	.*?\|Loasaceae\|.*?
Insecta	.*?\|Lobodonata\|$
Chlorophyta	.*?\|Lobomonas\|.*?
Coleoptera	.*?\|Lobopoda\|.*?
Protists	.*?\|Lobosa\|.*?
Viruses	.*?\|Loebvirae\|.*?
Angiosperms	.*?\|Loeflingia\|.*?
Angiosperms	.*?\|Loeselia\|.*?
Angiosperms	.*?\|Loganiaceae\|.*?
Archaea	.*?\|Lokiarchaeota\|.*?
Angiosperms	.*?\|Lolium\|.*?
Pteridophytes	.*?\|Lomariopsidaceae\|.*?
Plants	.*?\|Lomarites\|.*?
Animals	.*?\|Lomosovis\|.*?
Diptera	.*?\|Lonchaeidae\|.*?
Hymenoptera	.*?\|Lonchodryinus\|.*?
Protists	.*?\|Longamoebia\|.*?
Arthropoda	.*?\|Longquania\|.*?
Actinopterygii	.*?\|Lophiiformes\|.*?
Insecta	.*?\|Lophioneurida\|.*?
Bryophytes	.*?\|Lophocoleaceae\|.*?
Animals	.*?\|Lophophorata\|$
Plants	.*?\|Lophotriletes\|.*?
Animals	.*?\|Lophotrochozoa\|$
Angiosperms	.*?\|Loranthaceae\|.*?
Animals	.*?\|Loricifera\|.*?
Gymnosperms	.*?\|Lorumformophyllum\|.*?
Protists	.*?\|Loukozoa\|.*?
Angiosperms	.*?\|Lovoaxylon\|.*?
Angiosperms	.*?\|Luheopsis\|.*?
Plants	.*?\|Lunatisporites\|.*?
Bryophytes	.*?\|Lunulariaceae\|.*?
Animals	.*?\|Luolishaniida\|.*?
Angiosperms	.*?\|Lupinus\|.*?
Plants	.*?\|Lusatisporis\|.*?
Viruses	.*?\|Luteoviridae\|.*?
Lepidoptera	.*?\|Lycaenidae\|.*?
Angiosperms	.*?\|Lychnis\|.*?
Angiosperms	.*?\|Lycium\|.*?
Pteridophytes	.*?\|Lycophyta\|.*?
Pteridophytes	.*?\|Lycophytina\|.*?
Pteridophytes	.*?\|Lycopodiaceae\|.*?
Pteridophytes	.*?\|Lycopodiobiotina\|.*?
Pteridophytes	.*?\|Lycopodiophyta\|.*?
Pteridophytes	.*?\|Lycopodiopsida\|.*?
Pteridophytes	.*?\|Lycopodophyta\|.*?
Arachnida	.*?\|Lycosidae\|.*?
Pteridophytes	.*?\|Lygodiaceae\|.*?
Lepidoptera	.*?\|Lymantriidae\|.*?
Coleoptera	.*?\|Lymexylidae\|.*?
Protists	.*?\|Lymphocystis\|.*?
Tetrapoda	.*?\|Lystrosauridae\|.*?
Angiosperms	.*?\|Lythraceae\|.*?
Angiosperms	.*?\|Lythrum\|.*?
Gymnosperms	.*?\|Machairostrobus\|.*?
Mollusca	.*?\|Macluritoidea\|.*?
Plants	.*?\|Macralethopteris\|.*?
Plants	.*?\|Macrocystites\|.*?
Plants	.*?\|Macroglossopteris\|.*?
Tetrapoda	.*?\|Macroscelidea\|.*?
Plants	.*?\|Maculatasporites\|.*?
Mollusca	.*?\|Maculatus\|.*?
Viruses	.*?\|Madisaviridae\|.*?
Insecta	.*?\|Magicivenidae\|.*?
Angiosperms	.*?\|Magnoliaceae\|.*?
Angiosperms	.*?\|Magnoliales\|.*?
Angiosperms	.*?\|Magnoliophyta\|.*?
Angiosperms	.*?\|Magnoliopsida\|.*?
Viruses	.*?\|magsaviricetes\|.*?
Mollusca	.*?\|Maikhanellidae\|.*?
Life	.*?\|Majaella\|.*?
Crustacea	.*?\|Majidae\|.*?
Vertebrata	.*?\|Malacostomata\|.*?
Crustacea	.*?\|Malacostraca\|.*?
Plants	.*?\|Malacotesta\|.*?
Protists	.*?\|Malameba\|.*?
Protists	.*?\|Malawimonadidae\|.*?
Annelida	.*?\|Maldanidae\|.*?
Psocodea	.*?\|Mallophaga\|.*?
Angiosperms	.*?\|Malope\|.*?
Angiosperms	.*?\|Malpighiaceae\|.*?
Angiosperms	.*?\|Malpighiales\|.*?
Protists	.*?\|Malpighiella\|.*?
Angiosperms	.*?\|Malvaceae\|.*?
Angiosperms	.*?\|Malvales\|.*?
Chlorophyta	.*?\|Mamiellophyceae\|.*?
Tetrapoda	.*?\|Mammalia\|.*?
Plants	.*?\|Mammialetes\|.*?
Plants	.*?\|Mammilaespora\|.*?
Arthropoda	.*?\|Mandibulata\|$
Angiosperms	.*?\|Manicarites\|.*?
Protists	.*?\|Mantamonadidae\|.*?
Insecta	.*?\|Mantoblattidae\|.*?
Insecta	.*?\|Mantodea\|.*?
Insecta	.*?\|Mantophasmatodea\|.*?
Plants	.*?\|Manumisporites\|.*?
Angiosperms	.*?\|Maranta\|.*?
Angiosperms	.*?\|Marantaceae\|.*?
Fungi	.*?\|Marasmiaceae\|.*?
Pteridophytes	.*?\|Marattiaceae\|.*?
Angiosperms	.*?\|Marcgraviaceae\|.*?
Bryophytes	.*?\|Marchantiaceae\|.*?
Bryophytes	.*?\|Marchantiophyta\|.*?
Bryophytes	.*?\|Marchantiopsida\|.*?
Plants	.*?\|Marenita\|.*?
Plants	.*?\|Mariminna\|.*?
Arthropoda	.*?\|Marrelomorpha\|.*?
Angiosperms	.*?\|Marrubium\|.*?
Pteridophytes	.*?\|Marsileaceae\|.*?
Plants	.*?\|Marsilidium\|.*?
Viruses	.*?\|Martellivirales\|.*?
Crustacea	.*?\|Martinssonia\|.*?
Angiosperms	.*?\|Martynia\|.*?
Angiosperms	.*?\|Martyniaceae\|.*?
Fungi	.*?\|Massariaceae\|.*?
Protists	.*?\|Mastigamoebida\|.*?
Angiosperms	.*?\|Mastixioidea\|.*?
Plants	.*?\|Mastocarpites\|.*?
Plants	.*?\|Matharakia\|.*?
Protists	.*?\|Mathurosphaera\|.*?
Angiosperms	.*?\|Matricaria\|.*?
Crustacea	.*?\|Maxillopoda\|.*?
Viruses	.*?\|Maximonvirales\|.*?
Angiosperms	.*?\|Mayacaceae\|.*?
Angiosperms	.*?\|Mazaceae\|.*?
Angiosperms	.*?\|Mciveraephyllum\|.*?
Lepidoptera	.*?\|Mechanitis\|.*?
Insecta	.*?\|Mecoptera\|.*?
Insecta	.*?\|Mecopterida\|.*?
Angiosperms	.*?\|Medeola\|.*?
Angiosperms	.*?\|Medicago\|.*?
Plants	.*?\|Medlicottipites\|.*?
Gymnosperms	.*?\|Medulloxylon\|.*?
Arthropoda	.*?\|Megacheira\|.*?
Hymenoptera	.*?\|Megachilidae\|.*?
Pteridophytes	.*?\|Megalorhachis\|.*?
Plants	.*?\|Megalospermum\|.*?
Insecta	.*?\|Meganisoptera\|.*?
Lepidoptera	.*?\|Meganola\|.*?
Insecta	.*?\|Megasecoptera\|.*?
Neuropterida	.*?\|Megathentomum\|.*?
Viruses	.*?\|megaviricetes\|.*?
Lepidoptera	.*?\|Megisba\|.*?
Plants	.*?\|Megistophyllum\|.*?
Chlorophyta	.*?\|Mejerella\|.*?
Bacteria	.*?\|Melainabacteria\|.*?
Angiosperms	.*?\|Melampodium\|.*?
Angiosperms	.*?\|Melampyrum\|.*?
Protists	.*?\|Melanocyrillium\|.*?
Angiosperms	.*?\|Melanthiaceae\|.*?
Angiosperms	.*?\|Melastomataceae\|.*?
Angiosperms	.*?\|Meliaceae\|.*?
Angiosperms	.*?\|Melianthus\|.*?
Angiosperms	.*?\|Melica\|.*?
Gymnosperms	.*?\|Melitoxylon\|.*?
Angiosperms	.*?\|Melittis\|.*?
Plants	.*?\|Melobesites\|.*?
Plants	.*?\|Melophytum\|.*?
Tetrapoda	.*?\|Melopyrrha\|.*?
Angiosperms	.*?\|Memecylon\|.*?
Orthoptera	.*?\|Menatacridium\|.*?
Protists	.*?\|Mendicodinium\|.*?
Angiosperms	.*?\|Menispermaceae\|.*?
Psocodea	.*?\|Menoponidae\|.*?
Angiosperms	.*?\|Mentha\|.*?
Angiosperms	.*?\|Menyanthaceae\|.*?
Mollusca	.*?\|Merismoconcha\|.*?
Plants	.*?\|Meristophyllum\|.*?
Plants	.*?\|Meristopteris\|.*?
Arthropoda	.*?\|Meristosoma\|.*?
Insecta	.*?\|Merlebachia\|.*?
Lepidoptera	.*?\|Merolonche\|.*?
Arthropoda	.*?\|Merostomata\|.*?
Arthropoda	.*?\|Merostomoidea\|.*?
Fungi	.*?\|Meruliaceae\|.*?
Angiosperms	.*?\|Mesembryanthemum\|.*?
Plants	.*?\|Mesenteriophyllum\|.*?
Crustacea	.*?\|Mesidothea\|.*?
Gymnosperms	.*?\|Mesolarix\|.*?
Protists	.*?\|Mesomycetozoea\|.*?
Pteridophytes	.*?\|Mesoneuraster\|.*?
Plants	.*?\|Mesonevron\|.*?
Insecta	.*?\|Mesophlebiidae\|.*?
Hemiptera	.*?\|Mesophthiridae\|.*?
Arachnida	.*?\|Mesostigmata\|.*?
Plants	.*?\|Mesostigmatophyceae\|.*?
Animals	.*?\|Mesozoa\|.*?
Angiosperms	.*?\|Mespilus\|.*?
Insecta	.*?\|Metabolarva\|.*?
Plants	.*?\|Metacaenoxylon\|.*?
Plants	.*?\|Metakamaena\|.*?
Protists	.*?\|Metamonada\|.*?
Insecta	.*?\|Metamphiesmenoptera\|$
Animals	.*?\|Metaspriggina\|.*?
Nematoda	.*?\|Metastrongylidae\|.*?
Pteridophytes	.*?\|Metaxyaceae\|.*?
Vertebrata	.*?\|Metaxygnathus\|.*?
Diptera	.*?\|Metazoa\|(.*?\|)?Diptera\|.*?
Animals	.*?\|Metazoa\|(.*?\|)?Gastrotricha\|.*?
Animals	.*?\|Metazoa\|(.*?\|)?Onychophora\|.*?
Mollusca	.*?\|Metazoa\|(.*?\|)?Punica\|.*?
Brachiopoda	.*?\|Metazoa\|(.*?\|)?Retaria\|.*?
Insecta	.*?\|Metazoa\|(.*?\|)?Siphonaptera\|.*?
Animals	.*?\|Metazoa\|(.*?\|)?Spiralia\|$
Tunicata	.*?\|Metazoa\|(.*?\|)?Tunicata\|.*?
Animals	.*?\|Metazoa\|$
Animals	.*?\|Metazoa\|Acanthocephala\|.*?
Animals	.*?\|Metazoa\|Chaetognatha\|.*?
Animals	.*?\|Metazoa\|Ctenophora\|.*?
Bryophytes	.*?\|Meteoriaceae\|.*?
Archaea	.*?\|Methanobacteriati\|.*?
Mollusca	.*?\|Metoptomatidae\|.*?
Insecta	.*?\|Metropatoridae\|.*?
Insecta	.*?\|Metropatorites\|.*?
Angiosperms	.*?\|Metteniusaceae\|.*?
Bryophytes	.*?\|Metzgeriaceae\|.*?
Plants	.*?\|Meyenites\|.*?
Protists	.*?\|Micracanthodinium\|.*?
Fungi	.*?\|Microascales incertae sedis\|.*?
Plants	.*?\|Microbaculispora\|.*?
Insecta	.*?\|Microcarbonella\|.*?
Ciliophora	.*?\|Microcetella\|.*?
Plants	.*?\|Microchorton\|.*?
Life	.*?\|Microcodium\|.*?
Angiosperms	.*?\|Microcos\|.*?
Plants	.*?\|Microfoveolatispora\|.*?
Animals	.*?\|Micrognathozoa\|.*?
Plants	.*?\|Microlepiidites\|.*?
Bryophytes	.*?\|Micromitrium\|.*?
Protists	.*?\|Micromonadobionta\|.*?
Blattodea	.*?\|Micropalentomidae\|.*?
Plants	.*?\|Microreticulatipites\|.*?
Chlorophyta	.*?\|Microsporaceae\|.*?
Fungi	.*?\|Microsporidia\|.*?
Angiosperms	.*?\|Microteaceae\|.*?
Plants	.*?\|Microtesta\|.*?
Viruses	.*?\|Microviridae\|.*?
Plants	.*?\|Microweedia\|.*?
Plants	.*?\|Mildraediodendron\|.*?
Lepidoptera	.*?\|Mimallonidae\|.*?
Tetrapoda	.*?\|Mimidae\|.*?
Viruses	.*?\|Mimiviridae\|.*?
Lepidoptera	.*?\|Ministrymon\|.*?
Vertebrata	.*?\|Minjinia\|.*?
Plants	.*?\|Minusia\|.*?
Mollusca	.*?\|Minymerisma\|.*?
Insecta	.*?\|Miomoptera\|.*?
Protists	.*?\|Miozoa\|.*?
Plants	.*?\|Miquelites\|.*?
Angiosperms	.*?\|Mirabilis\|.*?
Angiosperms	.*?\|Mirbellites\|.*?
Plants	.*?\|Mirella\|.*?
Tetrapoda	.*?\|Mitrospingidae\|.*?
Pteridophytes	.*?\|Mittagia\|.*?
Insecta	.*?\|Mixotermitoidea\|.*?
Bryophytes	.*?\|Mniaceae\|.*?
Angiosperms	.*?\|Moehringia\|.*?
Angiosperms	.*?\|Mohlites\|.*?
Pteridophytes	.*?\|Mointina\|.*?
Arthropoda	.*?\|Mollisoniida\|.*?
Angiosperms	.*?\|Molluginaceae\|.*?
Angiosperms	.*?\|Mollugo\|.*?
Mollusca	.*?\|Mollusca incertae sedis\|.*?
Gastropoda	.*?\|Mollusca\|(.*?\|)?Acanthina\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Actinaria\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Aloysia\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Angiostoma\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Candela\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Diplodiscus\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Discorbis\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Emo\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Eruca\|.*?
Gastropoda	.*?\|Mollusca\|(.*?\|)?Galaxias\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Helicteres\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Heliopsis\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Hyphantria\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Intermedia\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Latonia\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Lenticulina\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Leucostoma\|.*?
Gastropoda	.*?\|Mollusca\|(.*?\|)?Lewisia\|.*?
Cephalopoda	.*?\|Mollusca\|(.*?\|)?Loligo\|.*?
Gastropoda	.*?\|Mollusca\|(.*?\|)?Mackenziella\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Melanium\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Mitrula\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Monodontella\|.*?
Gastropoda	.*?\|Mollusca\|(.*?\|)?Ornithopus\|.*?
Bivalvia	.*?\|Mollusca\|(.*?\|)?Ortonella\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Paropsis\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Peltella\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Pera\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Pfaffia\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Pisum\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Pleuronectes\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Proconus\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Prosopis\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Punica\|.*?
Crustacea	.*?\|Mollusca\|(.*?\|)?Punk\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Rotala\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Segmentaria\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Serialia\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Serinus\|.*?
Animals	.*?\|Mollusca\|(.*?\|)?Shishania\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Spartina\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Strigula\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Telephorus\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Tephritis\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Tetrameres\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Tomocera\|.*?
Mollusca	.*?\|Mollusca\|(.*?\|)?Tristoma\|.*?
Mollusca	.*?\|Mollusca\|$
Mollusca	.*?\|Mollusca\|Hendersonia\|.*?
Angiosperms	.*?\|Moluccella\|.*?
Tetrapoda	.*?\|Momotidae\|.*?
Chlorophyta	.*?\|Monactinus\|.*?
Plants	.*?\|Monemites\|.*?
Angiosperms	.*?\|Monimiaceae\|.*?
Viruses	.*?\|monjiviricetes\|.*?
Fungi	.*?\|Monoblepharomycota\|.*?
Protists	.*?\|Monocercomonadidae\|.*?
Plants	.*?\|Monocerocarpus\|.*?
Bryophytes	.*?\|Monocleaceae\|.*?
Plants	.*?\|Monocolpopites\|.*?
Angiosperms	.*?\|Monocotyledoneae\|.*?
Angiosperms	.*?\|Monodorospermum\|.*?
Viruses	.*?\|Mononegavirales\|.*?
Mollusca	.*?\|Monoplacophora\|.*?
Fungi	.*?\|Monoporisporites\|.*?
Chlorophyta	.*?\|Monoraphidium\|.*?
Pteridophytes	.*?\|Monosphenophyllum\|.*?
Tetrapoda	.*?\|Monotremata\|.*?
Angiosperms	.*?\|Monotropa\|.*?
Plants	.*?\|Monsteroideaepites\|.*?
Fungi	.*?\|Montagnulaceae\|.*?
Insecta	.*?\|Montanuraliidae\|.*?
Angiosperms	.*?\|Moraceae\|.*?
Plants	.*?\|Moresnetia\|.*?
Plants	.*?\|Moresnetiophyta\|.*?
Angiosperms	.*?\|Morindidium\|.*?
