string	value	value uri	predicate	predicate uri
steep mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
steppe	steppe	http://purl.obolibrary.org/obo/ENVO_00000262	habitat	http://purl.obolibrary.org/obo/RO_0002303
steppe soil	steppe soil	http://purl.obolibrary.org/obo/ENVO_00005777	habitat	http://purl.obolibrary.org/obo/RO_0002303
stony desert	stony desert	http://purl.obolibrary.org/obo/ENVO_00000183	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream bank	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream bed	stream bed	http://purl.obolibrary.org/obo/ENVO_00000383	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream bench	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream border	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream breeder	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream dweller	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream dwelling	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream edge	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream habitat	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream it inhabits	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream margin	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream mouth	stream mouth	http://purl.obolibrary.org/obo/ENVO_00000385	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream sediment	stream sediment	http://purl.obolibrary.org/obo/ENVO_00002127	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream side	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream they inhabit	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream valley	stream valley	http://purl.obolibrary.org/obo/ENVO_00000129	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream-bank	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream-breeding	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream-dwelling	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
stream-side	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
streams in which it lives	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
streams they inhabit	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
string mire	string mire	http://purl.obolibrary.org/obo/ENVO_00000186	habitat	http://purl.obolibrary.org/obo/RO_0002303
sub-alpine zone	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine belt	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine climate	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine elevation	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine environment	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine habitat	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine heath	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine mountain habitat	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine region	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine tundra	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine woodland	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
subalpine zone	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
submarine canyon	submarine canyon	http://purl.obolibrary.org/obo/ENVO_00000267	habitat	http://purl.obolibrary.org/obo/RO_0002303
submerged in a stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
subpolar	subpolar	http://purl.obolibrary.org/obo/ENVO_01000251	habitat	http://purl.obolibrary.org/obo/RO_0002303
subterrestrial	subterrestrial	http://purl.obolibrary.org/obo/ENVO_00000572	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtidal rocky reef	subtidal rocky reef	http://purl.obolibrary.org/obo/ENVO_01000050	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical	subtropical	http://purl.obolibrary.org/obo/ENVO_01000205	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical broadleaf forest	subtropical broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000201	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical coniferous forest	subtropical coniferous forest	http://purl.obolibrary.org/obo/ENVO_01000209	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical desert	subtropical desert	http://purl.obolibrary.org/obo/ENVO_01000184	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical dry broadleaf forest	subtropical dry broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000225	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical grassland	subtropical grassland	http://purl.obolibrary.org/obo/ENVO_01000191	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical moist broadleaf forest	subtropical moist broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000226	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical savanna	subtropical savanna	http://purl.obolibrary.org/obo/ENVO_01000187	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical shrubland	subtropical shrubland	http://purl.obolibrary.org/obo/ENVO_01000213	habitat	http://purl.obolibrary.org/obo/RO_0002303
subtropical woodland	subtropical woodland	http://purl.obolibrary.org/obo/ENVO_01000222	habitat	http://purl.obolibrary.org/obo/RO_0002303
sulfur spring	sulfur spring	http://purl.obolibrary.org/obo/ENVO_00000126	habitat	http://purl.obolibrary.org/obo/RO_0002303
summit of mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
summits of mountains	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
surface soil	surface soil	http://purl.obolibrary.org/obo/ENVO_02000059	habitat	http://purl.obolibrary.org/obo/RO_0002303
swamp	swamp	http://purl.obolibrary.org/obo/ENVO_00000233	habitat	http://purl.obolibrary.org/obo/RO_0002303
swamp forest	swamp forest	http://purl.obolibrary.org/obo/ENVO_01000432	habitat	http://purl.obolibrary.org/obo/RO_0002303
tadpoles to stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
taiga	boreal forests (taiga)	http://eol.org/schema/terms/boreal_forests_taiga	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate	temperate	http://purl.obolibrary.org/obo/ENVO_01000206	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate broadleaf forest	temperate broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000202	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate coniferous forest	temperate coniferous forest	http://purl.obolibrary.org/obo/ENVO_01000211	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate desert	temperate desert	http://purl.obolibrary.org/obo/ENVO_01000182	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate grassland	temperate grassland	http://purl.obolibrary.org/obo/ENVO_01000193	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate mixed forest	temperate mixed forest	http://purl.obolibrary.org/obo/ENVO_01000212	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate mountain	temperate mountain	http://purl.obolibrary.org/obo/ENVO_01001455	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate rain forest	temperate rainforest	https://www.wikidata.org/entity/Q845725	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate rainforest	temperate rainforest	https://www.wikidata.org/entity/Q845725	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate savanna	temperate savanna	http://purl.obolibrary.org/obo/ENVO_01000189	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate shrubland	temperate shrubland	http://purl.obolibrary.org/obo/ENVO_01000215	habitat	http://purl.obolibrary.org/obo/RO_0002303
temperate woodland	temperate woodland	http://purl.obolibrary.org/obo/ENVO_01000221	habitat	http://purl.obolibrary.org/obo/RO_0002303
terrestrial	terrestrial biome	http://purl.obolibrary.org/obo/ENVO_00000446	habitat	http://purl.obolibrary.org/obo/RO_0002303
terrestrial habitat	terrestrial habitat	http://purl.obolibrary.org/obo/ENVO_00000446	habitat	http://purl.obolibrary.org/obo/RO_0002303
terrigenous sediment	terrigenous sediment	http://purl.obolibrary.org/obo/ENVO_01000070	habitat	http://purl.obolibrary.org/obo/RO_0002303
throughout the mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
tidal creek	tidal creek	http://purl.obolibrary.org/obo/ENVO_00000041	habitat	http://purl.obolibrary.org/obo/RO_0002303
tidal pool	tidal pool	http://purl.obolibrary.org/obo/ENVO_00000317	habitat	http://purl.obolibrary.org/obo/RO_0002303
tidal watercourse	tidal watercourse	http://purl.obolibrary.org/obo/ENVO_00000412	habitat	http://purl.obolibrary.org/obo/RO_0002303
tide way	marine	http://purl.obolibrary.org/obo/ENVO_00000447	habitat	http://purl.obolibrary.org/obo/RO_0002303
tidewater glacier	tidewater glacier	http://purl.obolibrary.org/obo/ENVO_00000456	habitat	http://purl.obolibrary.org/obo/RO_0002303
tideway	marine	http://purl.obolibrary.org/obo/ENVO_00000447	habitat	http://purl.obolibrary.org/obo/RO_0002303
tombolo	tombolo	http://purl.obolibrary.org/obo/ENVO_00000420	habitat	http://purl.obolibrary.org/obo/RO_0002303
top of mountains	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
tops of mountains	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical forest	tropical woodland	http://purl.obolibrary.org/obo/ENVO_01000220	habitat	http://purl.obolibrary.org/obo/RO_0002303
tundra	tundra	http://purl.obolibrary.org/obo/ENVO_01000180	habitat	http://purl.obolibrary.org/obo/RO_0002303
turlough	turlough	http://purl.obolibrary.org/obo/ENVO_00000454	habitat	http://purl.obolibrary.org/obo/RO_0002303
tuya	tuya	http://purl.obolibrary.org/obo/ENVO_00000370	habitat	http://purl.obolibrary.org/obo/RO_0002303
umbrisol	umbrisol	http://purl.obolibrary.org/obo/ENVO_00002253	habitat	http://purl.obolibrary.org/obo/RO_0002303
underground lake	underground lake	http://purl.obolibrary.org/obo/ENVO_00000058	habitat	http://purl.obolibrary.org/obo/RO_0002303
underground river	underground river	http://purl.obolibrary.org/obo/ENVO_00000059	habitat	http://purl.obolibrary.org/obo/RO_0002303
underground stream	underground stream	http://purl.obolibrary.org/obo/ENVO_00000060	habitat	http://purl.obolibrary.org/obo/RO_0002303
underground water body	underground water body	http://purl.obolibrary.org/obo/ENVO_00000061	habitat	http://purl.obolibrary.org/obo/RO_0002303
understory	understory	http://purl.obolibrary.org/obo/ENVO_01000335	habitat	http://purl.obolibrary.org/obo/RO_0002303
up river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
upland soil	upland soil	http://purl.obolibrary.org/obo/ENVO_00005786	habitat	http://purl.obolibrary.org/obo/RO_0002303
upper montane	upper montane	http://purl.obolibrary.org/obo/ENVO_01000345	habitat	http://purl.obolibrary.org/obo/RO_0002303
upper-montane	upper montane	http://purl.obolibrary.org/obo/ENVO_01000345	habitat	http://purl.obolibrary.org/obo/RO_0002303
valley glacier	valley glacier	http://purl.obolibrary.org/obo/ENVO_00000458	habitat	http://purl.obolibrary.org/obo/RO_0002303
various kinds of mountain streams	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
various types of mountain streams	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
vertisol	vertisol	http://purl.obolibrary.org/obo/ENVO_00002254	habitat	http://purl.obolibrary.org/obo/RO_0002303
vicinity of a small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
vicinity of a stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
vicinity of small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
vicinity of stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
volcanic cone	volcanic cone	http://purl.obolibrary.org/obo/ENVO_00000398	habitat	http://purl.obolibrary.org/obo/RO_0002303
volcanic crater	volcanic crater	http://purl.obolibrary.org/obo/ENVO_00000246	habitat	http://purl.obolibrary.org/obo/RO_0002303
warm deserts and semideserts	warm deserts and semideserts	http://purl.obolibrary.org/obo/ENVO_00002998	habitat	http://purl.obolibrary.org/obo/RO_0002303
warm seep	warm seep	http://purl.obolibrary.org/obo/ENVO_00002926	habitat	http://purl.obolibrary.org/obo/RO_0002303
water scum	water scum	http://purl.obolibrary.org/obo/ENVO_00005794	habitat	http://purl.obolibrary.org/obo/RO_0002303
waters near the coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
waters of lake	lake	http://purl.obolibrary.org/obo/ENVO_01000252	habitat	http://purl.obolibrary.org/obo/RO_0002303
waters of river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
waters of stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
waters of the lake	lake	http://purl.obolibrary.org/obo/ENVO_01000252	habitat	http://purl.obolibrary.org/obo/RO_0002303
western boundary current	western boundary current	http://purl.obolibrary.org/obo/ENVO_01000103	habitat	http://purl.obolibrary.org/obo/RO_0002303
wet meadow	wet meadow	http://purl.obolibrary.org/obo/ENVO_01000449	habitat	http://purl.obolibrary.org/obo/RO_0002303
whale fall	whale fall	http://purl.obolibrary.org/obo/ENVO_01000140	habitat	http://purl.obolibrary.org/obo/RO_0002303
widespread in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
widespread in the mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
with slow-flowing stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
within stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
within the lake	lake	http://purl.obolibrary.org/obo/ENVO_01000252	habitat	http://purl.obolibrary.org/obo/RO_0002303
within the stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
wood fall	wood fall	http://purl.obolibrary.org/obo/ENVO_01000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
woodland	woodland	http://purl.obolibrary.org/obo/ENVO_01000175	habitat	http://purl.obolibrary.org/obo/RO_0002303
xeric shrubland	xeric shrubland	http://purl.obolibrary.org/obo/ENVO_01000218	habitat	http://purl.obolibrary.org/obo/RO_0002303
